Date,AAPL,^GSPC
2024-07-22,222.24118041992188,5564.41015625
2024-07-23,223.28311157226562,5555.740234375
2024-07-24,216.86277770996094,5427.1298828125
2024-07-25,215.82081604003906,5399.22021484375
2024-07-26,216.28724670410156,5459.10009765625
2024-07-29,216.5651092529297,5463.5400390625
2024-07-30,217.12078857421875,5436.43994140625
2024-07-31,220.3756103515625,5522.2998046875
2024-08-01,216.6841583251953,5446.68017578125
2024-08-02,218.1726531982422,5346.56005859375
2024-08-05,207.66392517089844,5186.330078125
2024-08-06,205.6395721435547,5240.02978515625
2024-08-07,208.20973205566406,5199.5
2024-08-08,211.67291259765625,5319.31005859375
2024-08-09,214.5804443359375,5344.16015625
2024-08-12,216.11041259765625,5344.39013671875
2024-08-13,219.82598876953125,5434.43017578125
2024-08-14,220.27304077148438,5455.2099609375
2024-08-15,223.2534637451172,5543.22021484375
2024-08-16,224.5747833251953,5554.25
2024-08-19,224.41583251953125,5608.25
2024-08-20,225.0317840576172,5597.1201171875
2024-08-21,224.92251586914062,5620.85009765625
2024-08-22,223.064697265625,5570.64013671875
2024-08-23,225.359619140625,5634.60986328125
2024-08-26,225.69740295410156,5616.83984375
2024-08-27,226.5418701171875,5625.7998046875
2024-08-28,225.01190185546875,5592.18017578125
2024-08-29,228.29037475585938,5591.9599609375
2024-08-30,227.5055389404297,5648.39990234375
2024-09-03,221.31619262695312,5528.93017578125
2024-09-04,219.40875244140625,5520.06982421875
2024-09-05,220.92874145507812,5503.41015625
2024-09-06,219.37892150878906,5408.419921875
2024-09-09,219.4683380126953,5471.0498046875
2024-09-10,218.67355346679688,5495.52001953125
2024-09-11,221.20692443847656,5554.1298828125
2024-09-12,221.31619262695312,5595.759765625
2024-09-13,221.04794311523438,5626.02001953125
2024-09-16,214.90829467773438,5633.08984375
2024-09-17,215.37522888183594,5634.580078125
2024-09-18,219.249755859375,5618.259765625
2024-09-19,227.3763885498047,5713.64013671875
2024-09-20,226.71075439453125,5702.5498046875
2024-09-23,224.99205017089844,5718.56982421875
2024-09-24,225.88616943359375,5732.93017578125
2024-09-25,224.89271545410156,5722.259765625
2024-09-26,226.0352020263672,5745.3701171875
2024-09-27,226.3034210205078,5738.169921875
2024-09-30,231.4794464111328,5762.47998046875
2024-10-01,224.7337646484375,5708.75
2024-10-02,225.300048828125,5709.5400390625
2024-10-03,224.197265625,5699.93994140625
2024-10-04,225.31988525390625,5751.06982421875
2024-10-07,220.24322509765625,5695.93994140625
2024-10-08,224.29661560058594,5751.1298828125
2024-10-09,228.04200744628906,5792.0400390625
2024-10-10,227.54527282714844,5780.0498046875
2024-10-11,226.06500244140625,5815.02978515625
2024-10-14,229.79055786132812,5859.85009765625
2024-10-15,232.3238983154297,5815.259765625
2024-10-16,230.26739501953125,5842.47021484375
2024-10-17,230.63499450683594,5841.47021484375
2024-10-18,233.46640014648438,5864.669921875
2024-10-21,234.93670654296875,5853.97998046875
2024-10-22,234.32077026367188,5851.2001953125
2024-10-23,229.25404357910156,5797.419921875
2024-10-24,229.0653076171875,5809.85986328125
2024-10-25,229.89981079101562,5808.1201171875
2024-10-28,231.87680053710938,5823.52001953125
2024-10-29,232.14505004882812,5832.919921875
2024-10-30,228.59835815429688,5813.669921875
2024-10-31,224.4357147216797,5705.4501953125
2024-11-01,221.45529174804688,5728.7998046875
2024-11-04,220.56114196777344,5712.68994140625
2024-11-05,221.9917449951172,5782.759765625
2024-11-06,221.26651000976562,5929.0400390625
2024-11-07,225.99545288085938,5973.10009765625
2024-11-08,225.72694396972656,5995.5400390625
2024-11-11,223.01174926757812,6001.35009765625
2024-11-12,223.01174926757812,5983.990234375
2024-11-13,223.89691162109375,5985.3798828125
2024-11-14,226.98007202148438,5949.169921875
2024-11-15,223.77757263183594,5870.6201171875
2024-11-18,226.7811737060547,5893.6201171875
2024-11-19,227.0397491455078,5916.97998046875
2024-11-20,227.75584411621094,5917.10986328125
2024-11-21,227.27845764160156,5948.7099609375
2024-11-22,228.62110900878906,5969.33984375
2024-11-25,231.6048126220703,5987.3701171875
2024-11-26,233.78292846679688,6021.6298828125
2024-11-27,233.65362548828125,5998.740234375
2024-11-29,236.0406036376953,6032.3798828125
2024-12-02,238.28829956054688,6047.14990234375
2024-12-03,241.3316650390625,6049.8798828125
2024-12-04,241.689697265625,6086.490234375
2024-12-05,241.71954345703125,6075.10986328125
2024-12-06,241.52064514160156,6090.27001953125
2024-12-09,245.40939331054688,6052.85009765625
2024-12-10,246.42384338378906,6034.91015625
2024-12-11,245.15081787109375,6084.18994140625
2024-12-12,246.61282348632812,6051.25
2024-12-13,246.7819061279297,6051.08984375
2024-12-16,249.6761016845703,6074.080078125
2024-12-17,252.1028289794922,6050.60986328125
2024-12-18,246.7023468017578,5872.16015625
2024-12-19,248.43289184570312,5867.080078125
2024-12-20,253.10736083984375,5930.85009765625
2024-12-23,253.8831024169922,5974.06982421875
2024-12-24,256.79718017578125,6040.0400390625
